05/06/1441,30/01/2020,FT20030520431840,-38.00,,6075.96,ACCOUNT TO ACCOUNT TRANSFER DR
04/06/1441,29/01/2020,FT20029480159289,-1899.00,,6113.96,??? ??? ???? ????? (??? ????)
02/06/1441,27/01/2020,FT20027471697476,-23.00,,8012.96,ACCOUNT TO ACCOUNT TRANSFER DR
01/06/1441,26/01/2020,FT20026531876710,-3000.00,,8035.96,SARIE OUTGOING PAYMENT (DR)
01/06/1441,26/01/2020,FT20026065592830,-42.50,,11035.96,??? ??? ???? ????? (??? ????)
01/06/1441,26/01/2020,FT20026102559031,-3050.00,,11078.46,ATM Cash Withdrawal
01/06/1441,26/01/2020,HR-S20026001329,,13483.33,14128.46,HR Credit
30/05/1441,25/01/2020,FT20025594174516,-48.00,,645.13,??? ??? ???? ????? (??? ????)
30/05/1441,25/01/2020,FT20025360197110,-50.00,,693.13,ATM Cash Withdrawal
30/05/1441,25/01/2020,FT20025896610491,-70.00,,743.13,??? ??? ???? ????? (??? ????)
29/05/1441,24/01/2020,FT20024315933709,-85.00,,813.13,??? ??? ???? ????? (??? ????)
29/05/1441,24/01/2020,FT20024301044755,-152.00,,898.13,??? ??? ???? ????? (??? ????)
29/05/1441,24/01/2020,FT20024530804443,-64.00,,1050.13,??? ??? ???? ????? (??? ????)
29/05/1441,24/01/2020,FT20024015681462,-52.50,,1114.13,SADAD Bill Payment
29/05/1441,24/01/2020,FT20024364966655,-59.64,,1166.63,Electron Sales Draft
29/05/1441,24/01/2020,FT20024355317991,-7.49,,1226.27,Electron Sales Draft
29/05/1441,24/01/2020,FT20024070042224,,7.14,1233.76,Electron Refund
28/05/1441,23/01/2020,FT20023996694553,-14.70,,1226.62,??? ??? ???? ????? (??? ????)
27/05/1441,22/01/2020,FT20022056305112,-120.00,,1241.32,??? ??? ???? ????? (??? ????)
27/05/1441,22/01/2020,FT20022072018867,-200.00,,1361.32,ATM Cash Withdrawal
26/05/1441,21/01/2020,FT20021930715010,-15.00,,1561.32,??? ??? ???? ????? (??? ????)
25/05/1441,20/01/2020,FT20020007250306,-10.50,,1576.32,??? ??? ???? ????? (??? ????)
24/05/1441,19/01/2020,FT20019394905321,-429.00,,1586.82,??? ??? ???? ????? (??? ????)
