13/04/1441,10/12/2019,FT19344656442021,-45.00,,2563.58,POS Purchase
13/04/1441,10/12/2019,FT19344050018248,-17.00,,2608.58,POS Purchase
13/04/1441,10/12/2019,FT19344507152468,-10.00,,2625.58,POS Purchase
12/04/1441,09/12/2019,FT19343659820987,-28.00,,2635.58,POS Purchase
12/04/1441,09/12/2019,FT19343452736622,-24.00,,2663.58,ACCOUNT TO ACCOUNT TRANSFER DR
12/04/1441,09/12/2019,FT19343005838959,-6.00,,2687.58,POS Purchase
12/04/1441,09/12/2019,FT19343702584520,-10.00,,2693.58,POS Purchase
12/04/1441,09/12/2019,FT19343717834038,-61.00,,2703.58,POS Purchase
11/04/1441,08/12/2019,FT19342490716794,-38.00,,2764.58,POS Purchase
11/04/1441,08/12/2019,FT19342619135003,-10.00,,2802.58,POS Purchase
10/04/1441,07/12/2019,FT19341091909656,-26.00,,2812.58,POS Purchase
10/04/1441,07/12/2019,FT19341023210186,-100.00,,2838.58,ATM Cash Withdrawal
09/04/1441,06/12/2019,FT19340501968821,-45.00,,2938.58,POS Purchase
09/04/1441,06/12/2019,FT19340476505297,-92.00,,2983.58,POS Purchase
08/04/1441,05/12/2019,FT19339613640701,-50.00,,3075.58,ATM Cash Withdrawal
08/04/1441,05/12/2019,FT19339235175035,-300.00,,3125.58,POS Purchase
08/04/1441,05/12/2019,FT19339905602048,-10.00,,3425.58,POS Purchase
07/04/1441,04/12/2019,FT19338785071569,-28.00,,3435.58,POS Purchase
07/04/1441,04/12/2019,FT19338471323630,-12.00,,3463.58,POS Purchase
07/04/1441,04/12/2019,FT19338366701209,-10.00,,3475.58,POS Purchase
06/04/1441,03/12/2019,FT19337022075747,-17.00,,3485.58,ACCOUNT TO ACCOUNT TRANSFER DR
06/04/1441,03/12/2019,FT19337299778242,-30.00,,3502.58,POS Purchase
06/04/1441,03/12/2019,FT19337038829198,-6.00,,3532.58,POS Purchase
06/04/1441,03/12/2019,FT19337205070401,-10.00,,3538.58,POS Purchase
05/04/1441,02/12/2019,FT19336616197713,-10.00,,3548.58,POS Purchase
04/04/1441,01/12/2019,FT19335194261565,-50.00,,3558.58,ATM Cash Withdrawal
04/04/1441,01/12/2019,FT19335520489442,-7.00,,3608.58,POS Purchase
04/04/1441,01/12/2019,FT19335267665394,-12.00,,3615.58,POS Purchase
04/04/1441,01/12/2019,FT19335568007507,,2529.00,3627.58,POS Purchase
